news,fake,source
,,
" Sri Lanka arrests ex-police chief and former defence secretary   <a href=""https://www.indiatoday.in/world/story/sri-lanka-arrests-ex-police-chief-and-former-defence-secretary-1560498-2019-07-02""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/arrest-647x363.png?i9uWXxtb8KL6M5Ijpjx1ANN4rmbFMFtz""> </a> Sri Lanka arrests ex-police chief and former defence secretary",0,India Today
,,
" US Senate passes legislative provision to give India NATO ally-like status   <a href=""https://www.indiatoday.in/world/story/us-senate-passes-legislative-provision-to-give-india-nato-ally-like-status-1560306-2019-07-02""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/us_senate-647x363.jpeg?ARthMKF4EaA1qBLk96s.zenFdegII.l4""> </a> US Senate passes legislative provision to give India NATO ally-like status",0,India Today
,,
" Tense calm returns to Hong Kong after protests erupt into violence   <a href=""https://www.indiatoday.in/world/story/hong-kong-beijing-extradition-bill-1560259-2019-07-02""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/hongkongh-647x363.png?nEl.rVQnJOwxMHMp3XO7CeBt.wXumFA7""> </a> Tense calm returns to Hong Kong after protests erupt into violence",0,India Today
,,
" Trump isn't taking 'no tanks' for an answer for July Fourth   <a href=""https://www.indiatoday.in/world/story/donald-trump-1560199-2019-07-02""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Donald_Trump-Reuters-647x363.jpeg?Dt7nYvVupPmnOTnMyCWS7gVP24q8ExvA""> </a> Trump isn't taking 'no tanks' for an answer for July Fourth",0,India Today
,,
" How sea of protesters overtook the Hong Kong legislature: Stunning visuals   <a href=""https://www.indiatoday.in/world/story/hong-kong-extradition-bill-protest-protestors-storm-legislature-1560117-2019-07-02""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/hong_kong_protest-647x363.jpeg?EQp0wZfmsnQkkux1k3QNizr7ZVw_w1eQ""> </a> How sea of protesters overtook the Hong Kong legislature: Stunning visuals",0,India Today
,,
" Hong Kong police clear protesters from legislature building   <a href=""https://www.indiatoday.in/world/story/hong-kong-police-clear-protesters-from-legislature-building-1560062-2019-07-02""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19182646919911-647x363.jpeg?I.zemxAiqo8GQ8ftBt4RZxOkoR5FGwh.""> </a> Hong Kong police clear protesters from legislature building",0,India Today
,,
" Pakistan ex-president Asif Ali Zardari arrested in another corruption case   <a href=""https://www.indiatoday.in/world/story/pakistan-ex-president-asif-ali-zardari-arrested-in-separate-corruption-case-1560029-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Asif_Ali_Zardari_Pak_elections-647x363.jpeg?O5nu4BdqvD_sXogRjszqiX4Of0NidcnV""> </a> Pakistan ex-president Asif Ali Zardari arrested in another corruption case",0,India Today
,,
" India, Pakistan exchange lists of civilian prisoners   <a href=""https://www.indiatoday.in/world/story/pakistan-india-indian-prisioners-1559949-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/fishermenapr8-647x363.jpeg?g4BrVURwyo1pRV2W3uHvOaiIzhCxbcNB""> </a> India, Pakistan exchange lists of civilian prisoners",0,India Today
,,
" Hong Kong protesters storm, occupy parliament. Photos, videos capture awe-inspiring moments   <a href=""https://www.indiatoday.in/world/story/hong-kong-extradition-bill-protesters-storm-legislative-council-photos-videos-1559928-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/hong_kong_protest_legislative_-647x363.jpeg?ynjXvyxyKN0e16lU.Ls_5HxR9ilmvXXq""> </a> Hong Kong protesters storm, occupy parliament. Photos, videos capture awe-inspiring moments",0,India Today
,,
" Pakistan Ex-president  Asif Ali Zardari arrested in Money Laundering Case    <a href=""https://www.indiatoday.in/world/story/ex-president-of-pakistan-asif-ali-zardari-arrested-in-money-laundering-case-1559802-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/ssdvs_0-647x363.png?HdM1WIl_Bc4gyDqriMiSMA56X2DDlP9k""> </a> Pakistan Ex-president  Asif Ali Zardari arrested in Money Laundering Case ",0,India Today
,,
" 500-year-old gurdwara in Pakistan's Punjab province opens doors for Indian Sikh pilgrims   <a href=""https://www.indiatoday.in/world/story/gurdwara-pakistan-punjab-indian-sikh-pilgrims-1559862-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/ZHZDHDZ-647x363.png?H3B2TG6Qf1elcpcxwa4o7rW5yxdrSsem""> </a> 500-year-old gurdwara in Pakistan's Punjab province opens doors for Indian Sikh pilgrims",0,India Today
,,
" Iran says it has breached stockpile limit under nuclear deal   <a href=""https://www.indiatoday.in/world/story/iran-says-it-has-breached-stockpile-limit-under-nuclear-deal-1559873-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Iran-647x363.jpeg?JqPFSlIGilIhge1VIvgaW7ghmfd7L95q""> </a> Iran says it has breached stockpile limit under nuclear deal",0,India Today
,,
" North Korea upbeat on Trump-Kim surprise meeting as a chance to push nuclear talks   <a href=""https://www.indiatoday.in/world/story/north-korea-upbeat-on-trump-kim-surprise-meeting-as-a-chance-to-push-nuclear-talks-1559449-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_-_kim_reuters_jpeg-647x363.png?L3g7XiKk3GErHCom7gwJSsVbOkaUU0Oy""> </a> North Korea upbeat on Trump-Kim surprise meeting as a chance to push nuclear talks",0,India Today
,,
" Powerful explosion rocks Afghan capital Kabul   <a href=""https://www.indiatoday.in/world/story/kabul-explosion-afghanistan-1559428-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/bomb-blast-story-fb_647_030816-647x363.jpeg?BWWg5d4PZX9kp3S.Hg6cwDZToe8liNjz""> </a> Powerful explosion rocks Afghan capital Kabul",0,India Today
,,
" US Navy SEALS made Whatsapp group to discuss war crimes committed by their chief. Then it went public   <a href=""https://www.indiatoday.in/world/story/us-navy-seal-edward-gallagher-trial-sewing-circle-whatsapp-group-1559422-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/edward_gallagher-647x363.jpeg?SnFi0BOc0fwylwwnvnNP79GV1unbw1kz""> </a> US Navy SEALS made Whatsapp group to discuss war crimes committed by their chief. Then it went public",0,India Today
,,
" Sudan: At least 7 killed as tens of thousands demand civilian rule   <a href=""https://www.indiatoday.in/world/story/sudan-killed-thousands-demand-civilian-rule-1559416-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/sudan_1-647x363.png?RuLpQqoxdR7CF2LoeeoYBpVHnnKO9E0R""> </a> Sudan: At least 7 killed as tens of thousands demand civilian rule",0,India Today
,,
" Europe's heatwave burns on, but eases from record highs   <a href=""https://www.indiatoday.in/world/story/europe-heatwave-burns-on-eases-record-highs-1559371-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/fire_europe-647x363.png?GQRFLxvqoTo4RnVmFcsLs5thUz.8pdaF""> </a> Europe's heatwave burns on, but eases from record highs",0,India Today
,,
" 10 killed after small plane crashes on takeoff in Texas   <a href=""https://www.indiatoday.in/world/story/killed-plane-crashes-takeoff-texas-1559370-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Dallas-647x363.jpeg?O5AZW_3m0gHDb9u2L.kb.dEkNuhRmHYg""> </a> 10 killed after small plane crashes on takeoff in Texas",0,India Today
,,
" After surprise Trump-Kim meeting, US and North Korea to reopen talks   <a href=""https://www.indiatoday.in/world/story/donald-trump-kim-jong-un-meeting-north-korea-1559368-2019-07-01""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/donald_trump_-_kim_jong_un_-_r-647x363.png?a7MuzqBfL._RcubyoYFsrDneVLpBrNaa""> </a> After surprise Trump-Kim meeting, US and North Korea to reopen talks",0,India Today
,,
" Go to whomever you have been busy with, don't care if you die: Dubai ruler to runaway wife   <a href=""https://www.indiatoday.in/world/story/go-to-whomever-you-have-been-busy-with-don-t-care-if-you-die-dubai-ruler-to-runaway-wife-1559301-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/al-jalila-foundation-fundraisi-647x363.jpeg?VjI.6tpcWa9JLYz2z38jyRzkuh6TQH8P""> </a> I don't care if you die: Dubai ruler to runaway wife",0,India Today
,,
" Taliban kills eight election commission employees in south Afghanistan, says officials   <a href=""https://www.indiatoday.in/world/story/taliban-kills-eight-election-commission-employees-in-south-afghanistan-says-officials-1559171-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/taliban-647x363.png?hkd0nDPwK6KPLThDXRcPcFlLyCgeBdDw""> </a> Taliban kills eight election commission employees in south Afghanistan, says officials",0,India Today
,,
" 8 killed in Kandahar bomb blast   <a href=""https://www.indiatoday.in/world/story/8-killed-afghanistan-kandahar-bomb-blast-1559172-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/isis-1647_111815090049_0322170-647x363.jpeg?UsVANHeR2LnyWcvIT.OXVJUIAQ6haW5R""> </a> 8 killed in Kandahar bomb blast",0,India Today
,,
" White House official manhandled by North Korea security guards during Donald Trump-Kim Jong-un meet   <a href=""https://www.indiatoday.in/world/story/white-house-official-manhandled-by-north-korea-security-guards-during-donald-trump-kim-jong-un-meet-1559146-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/reuters_stephanie-770x433_0-647x363.jpeg?GxOykah4xwiQv2qQ71AH1PcEdgxNT1rI""> </a> Donald Trump official manhandled by North Korea security guards",0,India Today
,,
" Dubai's Princess Haya flees UAE with money, kids: Reports   <a href=""https://www.indiatoday.in/world/story/dubai-s-princess-haya-flees-uae-with-money-kids-reports-1559140-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/reuters_2-647x363.png?I5BVtAH1mwZmKztmHUVaPasHf2GrlIx1""> </a> Dubai's Princess Haya flees UAE with money, kids: Reports",0,India Today
,,
" Indian-origin Senator Kamala Harris racially targeted online   <a href=""https://www.indiatoday.in/world/story/us-indian-origin-senator-kamala-harris-racially-targeted-online-1559135-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_139-647x363.png?gcTzGnu.XcBV77Tb4a9si9F2n8bHuXcu""> </a> Indian-origin Senator Kamala Harris racially targeted online",0,India Today
,,
" Prince William, wife Kate to visit Pakistan   <a href=""https://www.indiatoday.in/world/story/prince-william-kate-pakistan-1559103-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/princewilliam-647x363.png?EsDbqOqO5g7_Rmysq9DLtk0ml6QHMKtM""> </a> Prince William, wife Kate to visit Pakistan",0,India Today
,,
" Trump meets Kim, crosses border into North Korea | Watch video   <a href=""https://www.indiatoday.in/world/story/trump-kim-border-north-korea-watch-video-1559035-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/trump_3-647x363.png?MMlzSBYHFAGEMGW.5pKloiuk0r5zY3g3""> </a> Trump meets Kim, crosses border into North Korea | Watch video",0,India Today
,,
" UN report: 7,500 kids killed or wounded in Yemen since 2013   <a href=""https://www.indiatoday.in/world/story/un-7500-kids-killed-wounded-yemen-2013-1558928-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/800_2-647x363.jpeg?qU2lu8JwYIZDCNye8Iwle.QTn.OLZoGk""> </a> UN report: 7,500 kids killed or wounded in Yemen since 2013",0,India Today
,,
" G20 Summit: Members, except US, pledge full commitment to Paris climate deal   <a href=""https://www.indiatoday.in/world/story/g20-summit-members-except-us-pledge-full-commitment-to-paris-climate-deal-1558898-2019-06-30""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/2019-06-29T024115Z_1669198187_-647x363.png?2z75qXtnaX9ncMWFI25JJy55drY_di6Q""> </a> G20 Summit: Members, except US, pledge full commitment to Paris climate deal",0,India Today
,,
" Donald Trump says China trade talks back on track, new tariffs on hold   <a href=""https://www.indiatoday.in/world/story/donald-trump-says-china-trade-talks-back-on-track-new-tariffs-on-hold-1558844-2019-06-29""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Trump_xi-647x363.png?YASX.UlfijWLwcNB3VewWK9vK3_0F0jy""> </a> Donald Trump says China trade talks back on track, new tariffs on hold",0,India Today
,,
" China, US agree at Xi-Trump meeting to restart trade talks: Media   <a href=""https://www.indiatoday.in/world/story/china-us-agree-at-xi-trump-meeting-to-restart-trade-talks-media-1558576-2019-06-29""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/2019-06-29T030901Z_725121932_R-647x363.png?LZv64_i_pVxVF0_njMjIFUhyAgdxOqR4""> </a> China, US agree at Xi-Trump meeting to restart trade talks: Media",0,India Today
,,
" Imran Khan to visit US, hold talks with Donald Trump next month: Report   <a href=""https://www.indiatoday.in/world/story/imran-khan-to-visit-us-hold-talks-with-donald-trump-next-month-report-1558569-2019-06-29""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/pakistan_1551158617017-647x363.png?z.CC09MW0Z8u2iCoB2u4d.vv3OrUiMu.""> </a> Imran Khan to visit US, hold talks with Donald Trump next month: Report",0,India Today
,,
" Pakistan PM, US President Trump likely to meet in September   <a href=""https://www.indiatoday.in/world/story/pakistan-pm-us-president-trump-likely-to-meet-in-septempber-1558316-2019-06-28""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/trump_imran-647x363.jpeg?dbubdmz0U628MBvLOem6g7ywNSbbdy2x""> </a> Pakistan PM, US President Trump likely to meet in September",0,India Today
,,
" As Mumbai rains flood timelines, France shares North India's heatstroke   <a href=""https://www.indiatoday.in/world/story/mumbai-rains-france-north-india-heatstroke-1558018-2019-06-28""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/2019-06-25T210335Z_1496079065_-647x363.jpeg?8rA43g8kF5PxqrIgEl2uPYj8F4AEPi9W""> </a> As Mumbai rains flood timelines, France shares North India's heatstroke",0,India Today
,,
" Indian-origin Uber driver sentenced to three years on kidnapping charges   <a href=""https://www.indiatoday.in/world/story/indian-origin-uber-driver-sentenced-three-years-kidnapping-charges-1557785-2019-06-28""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Handcuffs_-_Reuters_-_25346565_1-647x363.jpeg?LgFJJ9v3K6jz_ILfP7OuYKhviAF0iaXV""> </a> Indian-origin Uber driver sentenced to three years on kidnapping charges",0,India Today
,,
" Iran seen breaking nuclear pact limit in days, Trump says no time pressure   <a href=""https://www.indiatoday.in/world/story/iran-seen-breaking-nuclear-pact-limit-days-trump-says-no-time-pressure-1557729-2019-06-28""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/iran_2-647x363.png?mKpeFiyQZuetofBvArbyDPixeXG.OLLf""> </a> Iran seen breaking nuclear pact limit in days, Trump says no time pressure",0,India Today
,,
" Russian President Vladimir Putin sees common aims, pushing Donald Trump on arms pact at G20   <a href=""https://www.indiatoday.in/world/story/russian-president-vladimir-putin-sees-common-aims-pushing-donald-trump-arms-pact-1557680-2019-06-28""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/putin-putin-s-650_052915043444-647x363.jpeg?TXl8ASnpcnNfwfiDvIBo_HEmsryDDr3m""> </a> Russian President Vladimir Putin sees common aims, pushing Donald Trump on arms pact at G20",0,India Today
,,
" Modi and I will announce very big trade deal: US President Donald Trump   <a href=""https://www.indiatoday.in/world/story/modi-trump-trade-talks-g20-summit-osaka-1557671-2019-06-28""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/D-HLUXhU0AEc2na-647x363.jpeg?z8PDRDzCVoRlbDM9LPl86Bya1NQ8M1IX""> </a> Modi and I will announce very big trade deal: Trump",0,India Today
,,
" G20 Summit: PM Modi holds trilateral meeting with Trump, Abe in Osaka   <a href=""https://www.indiatoday.in/world/story/g20-summit-pm-modi-holds-trilateral-meeting-with-trump-abe-in-osaka-1557668-2019-06-28""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/D-HOtoGUcAErjaU-647x363.jpeg?TTzHbey_dME9.P9h04ST9Jmt7rGXde5m""> </a> G20 Summit: PM Modi holds trilateral meeting with Trump, Abe in Osaka",0,India Today
,,
" Air India's Mumbai-Newark flight lands in UK after bomb scare   <a href=""https://www.indiatoday.in/world/story/air-india-s-mumbai-newark-flight-lands-in-uk-after-bomb-scare-1557612-2019-06-28""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/air_india-647x363.png?HlTK_LMd2QjkUZbJ04nHlUNzBuU4PTNh""> </a> Air India's Mumbai-Newark flight lands in UK after bomb scare",0,India Today
,,
" Pakistan parliament approves Rs 1,150 billion defence budget   <a href=""https://www.indiatoday.in/world/story/pakistan-parliament-approves-rs-1-150-billion-defence-budget-1557601-2019-06-27""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/483162_7736235_Hammad-Azhar_up-647x363.jpeg?WRF.UH3hHWg9YfYF_8lv_QI3mczzgN5x""> </a> Pakistan parliament approves Rs 1,150 billion defence budget",0,India Today
,,
" Nirav Modi remanded to custody in UK prison until July 25   <a href=""https://www.indiatoday.in/world/story/nirav-modi-remanded-to-custody-in-uk-prison-until-july-25-1557339-2019-06-27""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Nirav_Modi-770x1086_1_0-647x363.jpeg?yEBoxZVF6c77w5hobIqh7FQcdSqONV2n""> </a> Nirav Modi remanded to custody in UK prison until July 25",0,India Today
,,
" PM Modi, Shinzo Abe discuss global economy, fugitive economic offenders, disaster management   <a href=""https://www.indiatoday.in/world/story/modi-abe-discuss-global-economy-fugitive-economic-offenders-disaster-management-1557163-2019-06-27""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/D-C1Xl_UEAE9Ev_-647x363.jpeg?DdPhBfIqWkfu68Bx9HZ7GOBBiZ7_8jQn""> </a> PM Modi, Shinzo Abe discuss global economy, fugitive economic offenders, disaster management",0,India Today
,,
" Ex-Pakistan envoy Husain Haqqani sues daily over calling him India-US agent   <a href=""https://www.indiatoday.in/world/story/ex-pak-envoy-haqqani-sues-daily-calling-him-agent-india-us-1556930-2019-06-27""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/download__6__6-647x363.jpeg?kNhprZw73jeal8iQk80cptNgywssLnQf""> </a> Ex-Pakistan envoy Husain Haqqani sues daily over calling him India-US agent",0,India Today
,,
" Cigarette, power fault: What led to the Notre Dame fire   <a href=""https://www.indiatoday.in/world/story/cigarette-power-fault-what-led-to-the-notre-dame-fire-paris-1556937-2019-06-27""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/download__9__0-647x363.jpeg?yfhzj4QM19frHUYhnjAfWc9IHfHwAdyC""> </a> Cigarette, power fault: What led to the Notre Dame fire",0,India Today
,,
" Sherin Mathews murder case: Indian-American adoptive father sentenced to life   <a href=""https://www.indiatoday.in/world/story/indian-american-adoptive-father-sherin-mathews-sentenced-life-1556917-2019-06-27""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Handcuffs_-_Reuters_-_21452345_2-647x363.jpeg?cUdN5noUFMMA5HKjNwcCejvbFOCHgA6k""> </a> Sherin Mathews murder case: Indian-American adoptive father sentenced to life",0,India Today
,,
" Donald Trump leaves for G20 Summit, to meet Narendra Modi, Xi Jinping and Vladimir Putin   <a href=""https://www.indiatoday.in/world/story/trump-leaves-for-summit-meet-modi-xi-putin-1556914-2019-06-27""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/D-Ap97dVUAAwxUO-647x363.jpeg?Wfwd.u5zg.5Ul7u81klXRgLVwQjCoV7g""> </a> Donald Trump leaves for G20 Summit, to meet Narendra Modi, Xi Jinping and Vladimir Putin",0,India Today
,,
" US working to ensure India's energy needs are met: Mike Pompeo on Iran oil sanctions   <a href=""https://www.indiatoday.in/world/story/us-india-energy-mike-pompeo-iran-oil-sanctions-1556833-2019-06-26""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_122-647x363.png?2o6BDFo.jNSGRiauoZO9a.gv93zn3maW""> </a> US working to ensure India's energy needs are met: Mike Pompeo on Iran oil sanctions",0,India Today
,,
" Pakistan to celebrate Maharaja Ranjit's Singh 180th death anniversary by unveiling life-size sculpture in Lahore   <a href=""https://www.indiatoday.in/world/story/pakistan-to-celebrate-maharaja-ranjit-s-singh-180th-death-anniversary-by-unveiling-life-size-sculpture-in-lahore-1556718-2019-06-26""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/mahraraja-647x363.png?Y3gVm.WWbkZlEqWWiX32FvMmc_m8TMtR""> </a> Pakistan to celebrate Maharaja Ranjit's Singh 180th death anniversary by unveiling life-size sculpture in Lahore",0,India Today
,,
" Cuban artists create handcrafted dildos for country's first sex shop, fuel legalisation calls   <a href=""https://www.indiatoday.in/world/story/cuban-artists-create-handcrafted-dildos-for-country-first-sex-shop-fuel-legalisation-calls-1556295-2019-06-26""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/RTS2JLR3-647x363.jpeg?wZuwkNRko0YWmcFbE8N25uezGODwU_UI""> </a> Cuban artists create handcrafted dildos for country's first sex shop, fuel legalisation calls",0,India Today
,,
" Shocking photo of father-daughter lying dead on US border brings back focus on migrant crisis   <a href=""https://www.indiatoday.in/world/story/shocking-photo-us-border-drowned-father-daughter-dead-migrant-crisis-1556259-2019-06-26""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/AP-647x363.jpeg?GpXAoDW7XuGFf.MeF4H9g2RGqrTQw7eI""> </a> Shocking photo of father-daughter lying dead on US border brings back focus on migrant crisis",0,India Today
,,
" Britain's new prime minister will be announced on July 23   <a href=""https://www.indiatoday.in/world/story/britain-s-new-prime-minister-will-be-announced-on-july-23-1556213-2019-06-26""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/boris_jeremy-647x363.png?3flZGG6yPfImN9t3JvCHPDteLeT5N_ez""> </a> Britain's new prime minister will be announced on July 23",0,India Today
,,
" US President Donald Trump warns Iran of grave consequences in case of any misadventure   <a href=""https://www.indiatoday.in/world/story/us-president-donald-trump-warns-iran-of-grave-consequences-in-case-of-any-misadventure-1556203-2019-06-26""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/trump2_story_010317105753_0-647x363.jpeg?Mj2wqQiUFalRG1M.bRBTzenMtDwNsWFc""> </a> Trump warns Iran of grave consequences in case of any misadventure",0,India Today
,,
" Iran says idiotic new US sanctions shut doors of diplomacy   <a href=""https://www.indiatoday.in/world/story/iran-idiotic-us-sanctions-shut-doors-diplomacy-1556165-2019-06-26""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/iran-647x363.jpeg?490fiKjesMFCN4VULGgldtcEBSV87UXf""> </a> Iran says idiotic new US sanctions shut doors of diplomacy",0,India Today
,,
" Pak minister for probe into previous govts' failure in securing FATF membership   <a href=""https://www.indiatoday.in/world/story/pak-minister-probe-govts-failure-fatf-membership-1556162-2019-06-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Mazari-647x363.jpeg?L.xHSJj27PhlLCVNXYkK__XYyR9D0daM""> </a> Pak minister for probe into previous govts' failure in securing FATF membership",0,India Today
,,
