body,fake,source
" Magnitude 6.6 earthquake strikes west of Australia   <a href=""https://www.indiatoday.in/world/story/magnitude-6-6-earthquake-strikes-west-of-australia-1568720-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/reuters_2-770x433-647x363.jpeg?T_t_S7f.3IKei6G8OXKrcsCYOhJGa9RW""> </a> Magnitude 6.6 earthquake strikes west of Australia",0,India Today
" France to create space command within air force: President Emmanuel Macron   <a href=""https://www.indiatoday.in/world/story/emmanuel-macron-france-air-force-1568696-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/RTS22S3R-647x363.jpeg?AmIoOZCxQvddAVMiz1f_XFMgAESBglcx""> </a> France to create space command within air force: President Emmanuel Macron",0,India Today
" Bangladesh's Ershad, opposition leader and former army ruler, dies at 90   <a href=""https://www.indiatoday.in/world/story/bangladesh-s-ershad-opposition-leader-and-former-army-ruler-dies-at-90-1568659-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/die-647x363.png?.B_Jf6EDHXX_vgNpMx5b4P3DU1.ZPdQb""> </a> Bangladesh's Ershad, opposition leader and former army ruler, dies at 90",0,India Today
" Donald Trump scrapped Iran nuclear deal to spite Barack Obama: New leak claims   <a href=""https://www.indiatoday.in/world/story/donald-trump-scrapped-iran-nuclear-deal-to-spite-barack-obama-new-leak-claims-1568629-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_obama_iran_nuclear_deal-647x363.jpeg?Yi2x_sEeV8w2GO6.v1dB4Jcz38KZrks5""> </a> Donald Trump scrapped Iran nuclear deal to spite Barack Obama: New leak claims",0,India Today
" Sudan activists call for justice for killed protesters   <a href=""https://www.indiatoday.in/world/story/sudan-activists-call-for-justice-for-killed-protesters-1568625-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/sudan-647x363.png?a08OMXIdgW3p2XeFgZ5y8aciIHNgrbSZ""> </a> Sudan activists call for justice for killed protesters",0,India Today
" Vatican mystery of girl missing since 1983 deepens as bones are found   <a href=""https://www.indiatoday.in/world/story/vatican-mystery-of-1983-missing-girl-deepens-as-bones-are-found-1568621-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/cementry-647x363.png?KgO8txPNr535p8TjS1q6kf68gzv_pz82""> </a> Vatican mystery of girl missing since 1983 deepens as bones are found",0,India Today
" Trump says he will not impose uranium quotas   <a href=""https://www.indiatoday.in/world/story/trump-says-he-will-not-impose-uranium-quotas-1568615-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump-reuters-647x363.jpeg?mqk9qBaAFpxuftbzStExasjKeB3qEx16""> </a> Trump says he will not impose uranium quotas",0,India Today
" Clashes erupt as Hong Kong protest targets Chinese traders   <a href=""https://www.indiatoday.in/world/story/clashes-erupt-as-hong-kong-protest-targets-chinese-traders-1568606-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/hing_kong-647x363.png?JsER87iHhmylab28z.n4CqLfjEPqIYWg""> </a> Clashes erupt as Hong Kong protest targets Chinese traders",0,India Today
" Lights out for city that never sleeps: Massive power outage knocks out New York, Times Square goes dark   <a href=""https://www.indiatoday.in/world/story/lights-out-for-city-that-never-sleeps-massive-power-outage-knockouts-new-york-times-square-goes-dark-1568595-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/manhattan-647x363.png?yvAdKdy2YT4AWOo9rwmUQv0dSaLF1Y6x""> </a> Lights out for city that never sleeps: Massive power outage knocks out New York, Times Square goes dark",0,India Today
" US: Police shoot dead 69-year-old man who attacked immigrant jail   <a href=""https://www.indiatoday.in/world/story/69-year-old-man-dies-after-attacking-migrant-jail-in-washington-1568580-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/jail_0-647x363.png?mnRH6NtUPOXF9ksWhEP8s9WE0SKSTBzo""> </a> US: Police shoot dead 69-year-old man who attacked immigrant jail",0,India Today
" Heavy rains trigger flash floods in Nepal, leave 34 dead   <a href=""https://www.indiatoday.in/world/story/heavy-rains-trigger-flash-floods-in-nepal-leave-34-dead-1568570-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/FLOOD-647x363.png?MGJOAJ7z6wo9YUUlnLB1eaq8txzAuWBP""> </a> Heavy rains trigger flash floods in Nepal, leave 34 dead",0,India Today
" Hurricane Barry makes landfall in Louisiana, weakens to tropical storm   <a href=""https://www.indiatoday.in/world/story/hurricane-barry-makes-landfall-in-louisiana-weakens-to-tropical-storm-1568532-2019-07-14""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19194450847203-647x363.jpeg?XufVvnUu.1Wlamx7L_leSK9nFnoTuCUa""> </a> Hurricane Barry makes landfall in Louisiana, weakens to tropical storm",0,India Today
" Sacrificed my job to get a deal: Theresa May speaks of Brexit frustration in final interview as British PM   <a href=""https://www.indiatoday.in/world/story/theresa-may-brexit-frustration-final-interview-british-pm-1568334-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/may-647x363.png?rUUsuy71znGTStOU4SprwaK44QD.4t5u""> </a> Sacrificed my job to get a deal: Theresa May speaks of Brexit frustration in final interview as British PM",0,India Today
" New Zealand gun owners turn over their weapons for money   <a href=""https://www.indiatoday.in/world/story/new-zealand-gun-owners-turn-over-their-weapons-for-money-1568330-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/1000_1-647x363.jpeg?ZysPBX0X9fIoL4KHoxtVVMIfenu2cimc""> </a> New Zealand gun owners turn over their weapons for money",0,India Today
" US: Police mistakes toy gun in 17-year-old girl's hands as real, shoots her dead   <a href=""https://www.indiatoday.in/world/story/us-police-mistakes-toy-gun-17-year-old-girl-s-hands-real-shoots-her-dead-1568292-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Photo-647x363.png?0eT4GMOLx.qqppXt.HlY4JYvuS4TwKQb""> </a> US: Police mistakes toy gun in 17-year-old girl's hands as real, shoots her dead",0,India Today
" 26 killed, 56 injured in Somalia hotel siege   <a href=""https://www.indiatoday.in/world/story/26-killed-56-injured-in-somalia-hotel-siege-1568264-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-12T175020Z_1316671697_-647x363.png?bPBxVppjG66EQ5OqfDkh_KnB7X4zGJK8""> </a> 26 killed, 56 injured in Somalia hotel siege",0,India Today
" Kartarpur Corridor: In half-hearted attempt, Pak replaces Khalistani leaders with another in committee   <a href=""https://www.indiatoday.in/world/story/kartarpur-corridor-pakistan-khalistan-leaders-gopal-chawla-prabhandak-committee-list-1568138-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/kartarpur_sahib_0_0_0-647x363.jpeg?nTPe7jE4N5z.1cKFIwn9h51UQBl2plH.""> </a> Kartarpur Corridor: In half-hearted attempt, Pak replaces Khalistani leaders with another in committee",0,India Today
" Explainer: What is at stake with Turkey's Russian air defence deal?   <a href=""https://www.indiatoday.in/world/story/explainer-what-is-at-stake-with-turkey-s-russian-air-defence-deal-1568127-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/TANK-647x363.png?X44qwDy9KTagKqsttbqzMM3kvGbCH5gY""> </a> Explainer: What is at stake with Turkey's Russian air defence deal?",0,India Today
" Crackdown on immigrant families to start Sunday, Trump says   <a href=""https://www.indiatoday.in/world/story/crackdown-on-immigrant-families-to-start-sunday-trump-says-1568118-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trunp-647x363.png?NyOFUf6QK_.n2LCRs5L5GUrye.6Cu42L""> </a> Crackdown on immigrant families to start Sunday, Trump says",0,India Today
" Powerful tropical storm Barry starts lashing Louisiana   <a href=""https://www.indiatoday.in/world/story/powerful-tropical-storm-barry-starts-lashing-louisiana-1568062-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19194064646906-647x363.jpeg?HHiXH6tzVqAmVJ6QE0ZjXJ6TWENh9h8y""> </a> Powerful tropical storm Barry starts lashing Louisiana",0,India Today
" 2 more Indian nationals arrested in Iranian oil tanker probe in Gibraltar   <a href=""https://www.indiatoday.in/world/story/indian-nationals-arrested-iranian-oil-tanker-gibraltar-1568025-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19185416269363-640x400-647x363.jpeg?5IUuarkM8DrLjxER6In6ijiUp73c1uVB""> </a> 2 more Indian nationals arrested in Iranian oil tanker probe in Gibraltar",0,India Today
" Nepal to raise foreign tourist visa fees from July 17   <a href=""https://www.indiatoday.in/world/story/nepal-to-raise-foreign-tourist-visa-fees-from-july-17-1568022-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/nepal-647x363.png?nHDvksRiVa4uVfVNgXTzbX_fuKVvpvBB""> </a> Nepal to raise foreign tourist visa fees from July 17",0,India Today
" Britain to send destroyer to Gulf amid Iranian threats   <a href=""https://www.indiatoday.in/world/story/britain-send-destroyer-gulf-iranian-threats-1568004-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/1000-647x363.jpeg?6uPmYbgNRvUN9gyx7bSxnAgzfEeH2JZx""> </a> Britain to send destroyer to Gulf amid Iranian threats",0,India Today
" France launches first of Barracuda-class nuclear-powered attack submarine   <a href=""https://www.indiatoday.in/world/story/france-barracuda-class-nuclear-powered-attack-submarine-1567914-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/1-submarine-2-647x363.jpeg?VnwOgHOMnOgiCLUL6BJz_m86NQmOgO6F""> </a> France launches first of Barracuda-class nuclear-powered attack submarine",0,India Today
" China denies reports of having Xinjiang-like mass detention camps in Tibet   <a href=""https://www.indiatoday.in/world/story/china-denies-reports-of-having-xinjiang-like-mass-detention-camps-in-tibet-1567877-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/china_0-647x363.png?Qx0QcI3vUbSvFnypifSc74wWW3NvsEDE""> </a> China denies reports of having Xinjiang-like mass detention camps in Tibet",0,India Today
" Nepal airport shut as plane skids off runway, all 66 passengers safe   <a href=""https://www.indiatoday.in/world/story/nepal-airport-closed-plane-skids-off-runway-passengers-safe-1567768-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/YETIAIRLINE-647x363.png?91Q6.1_DKbEd2FwfTClu9tD6jjyLLXhd""> </a> Nepal airport shut as plane skids off runway, all 66 passengers safe",0,India Today
" Flight MH370 pilot may have been at the control till the very end, new revelations suggest   <a href=""https://www.indiatoday.in/world/story/flight-mh370-disappearance-pilot-controls-new-report-1567795-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/mh_370_pilot_controls-647x363.jpeg?82UBguADvM3opY_srcKn1sgykHsGTguZ""> </a> Flight MH370 pilot may have been at the control till the very end, new revelations suggest",0,India Today
" US needs to reach out to India, other Asian partners to strengthen ties beyond Europe: Joe Biden   <a href=""https://www.indiatoday.in/world/story/us-needs-to-reach-out-to-india-other-asian-partners-to-strengthen-ties-beyond-europe-joe-biden-1567697-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/joe_biden-647x363.jpeg?ZQ4Vmb6lYUxzQ3J50_BYBFZtI.wJNFBl""> </a> US needs to reach out to India to strengthen ties beyond Europe: Joe Biden",0,India Today
" Afghanistan: 5 killed, 40 injured in suicide bombing at wedding   <a href=""https://www.indiatoday.in/world/story/afghanistan-5-killed-40-injured-in-suicide-bombing-at-wedding-1567471-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/BOMB_1-647x363.png?Yzsd84uMDpqO_xQk6U6SZjjiAimLLQ8A""> </a> Afghanistan: 5 killed, 40 injured in suicide bombing at wedding",0,India Today
" Iran calls on Britain to immediately release its seized supertanker: IRNA   <a href=""https://www.indiatoday.in/world/story/iran-calls-on-britain-to-immediately-release-its-seized-supertanker-irna-1567394-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/fsg-647x363.png?g_xMqhoKDIC6y72u9txRWJB.yZ24yUI5""> </a> Iran calls on Britain to immediately release its seized supertanker: IRNA",0,India Today
" Pakistan foreign minister Shah Mehmood Qureshi heckled in London over press censorship   <a href=""https://www.indiatoday.in/world/story/pakistan-press-censorship-shah-mehmood-qureshi-heckled-in-london-1567357-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Qureshi_0_0-647x363.jpeg?CJzB0.C8kAQRsB4V0UmdUaAlKmg273RQ""> </a> Pakistan foreign minister Shah Mehmood Qureshi heckled in London over press censorship",0,India Today
" China poses most serious threat to national security of US, says top General Mark A Milley   <a href=""https://www.indiatoday.in/world/story/china-poses-most-serious-threat-to-national-security-of-us-says-top-general-mark-a-milley-1567318-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump-xi-ap-for-story_647_0413_0-647x363.jpeg?OGPwvWZ0tLHlxcSGBGdlVlgPxGigkLdH""> </a> China poses most serious threat to national security of US, says top General Mark A Milley",0,India Today
" Despite loud criticism, Trump administration plans immigration enforcement operation   <a href=""https://www.indiatoday.in/world/story/despite-loud-critism-trump-administration-plans-immigration-enforcement-operation-1567284-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19192599883234-647x363.jpeg?Tx1Gc8OIZYvVdfvHn3A9b2zguYaYqUCp""> </a> Despite loud criticism, Trump administration plans immigration enforcement operation",0,India Today
" Maryam's interview forcefully taken off air, alleges Pak scribe   <a href=""https://www.indiatoday.in/world/story/maryam-s-interview-forcefully-taken-off-air-alleges-pak-scribe-1567279-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/maryam_0-647x363.png?JAmYoTD9c5DHNzwmqsTpqaEtTD5mtrEf""> </a> Maryam's interview forcefully taken off air, alleges Pak scribe",0,India Today
" Passengers flew: Dozens injured on Air Canada flight to Australia due to intense turbulence   <a href=""https://www.indiatoday.in/world/story/dozens-injured-on-air-canada-flight-to-australia-due-to-intense-turbulence-1567270-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19193059120866_0-647x363.jpeg?EGjf_MwpiW166yn9idcvFdcdWuyl.qSg""> </a> Passengers flew: Dozens injured on Air Canada flight to Australia due to intense turbulence",0,India Today
" Ahead of Donald Trump-Imran Khan meet, top US General says need to maintain strong military ties with Pakistan   <a href=""https://www.indiatoday.in/world/story/ahead-of-donald-trump-imran-khan-meet-top-us-general-says-need-to-maintain-strong-military-ties-with-pakistan-1567258-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_imran_khan_0.png_0-647x363.jpeg?GMts6RbRtIzH.2VSZsy4XH9xV.mYkFIQ""> </a> Ahead of Donald Trump-Imran Khan meet, top US General says need to maintain strong military ties with Pakistan",0,India Today
" 3 mosques across Germany receive bomb threats   <a href=""https://www.indiatoday.in/world/story/3-mosques-germany-bomb-threats-1567239-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/RTS27X5P_RMG6XxI-647x363.jpeg?bH1e_vRe0uS8opOzL97H2.Oso6FlYM6e""> </a> 3 mosques across Germany receive bomb threats",0,India Today
" 14 killed, 79 injured in Pakistan train collision   <a href=""https://www.indiatoday.in/world/story/14-killed-79-injured-in-pakistan-train-collision-1566914-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/pakistan_train-647x363.png?ZtGrISjAeESpgMBngpXGg6NEwKMTN.Gc""> </a> 14 killed, 79 injured in Pakistan train collision",0,India Today
" Heavy rain, floods in China force evacuation of nearly 80,000   <a href=""https://www.indiatoday.in/world/story/heavy-rain-floods-in-china-force-evacuation-of-nearly-80-000-1566771-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__4__0-647x363.jpeg?SdN1aG2lrJChE12NvxWvU2ECgzGl.k8C""> </a> Heavy rain, floods in China force evacuation of nearly 80,000",0,India Today
" In challenge to Beijing, Hong Kong activists attempt to take fight to mainland   <a href=""https://www.indiatoday.in/world/story/hong-kong-activists-attempt-fight-mainland-1566733-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/HONG_KONG_PROTESTERS-647x363.png?f7pPV0Aa7eVdJFzRMwN_wDO1aDMotCHw""> </a> In challenge to Beijing, Hong Kong activists attempt to take fight to mainland",0,India Today
" Karachi: PM Imran Khan hits out at poor railways as crash kills 11, injures dozens   <a href=""https://www.indiatoday.in/world/story/karachi-pm-imran-khan-hits-out-at-poor-railways-as-crash-kills-11-injures-dozens-1566726-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/imran_647_121115113056-647x363.jpeg?enX94HMq3Rp4hWmCftO6lYW62uuFDRjQ""> </a> Karachi: PM Imran Khan hits out at poor railways as crash kills 11, injures dozens",0,India Today
" Britain says Iran attempted to block its oil tanker   <a href=""https://www.indiatoday.in/world/story/britain-says-iran-attempted-to-block-its-oil-tanker-1566671-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__3__2-647x363.jpeg?mfEED3qULQiQ3Pf2FnGpbufVb5CEoeJt""> </a> Britain says Iran attempted to block its oil tanker",0,India Today
" As Fed rate cut looms, HSBC favors China shares over India   <a href=""https://www.indiatoday.in/world/story/as-fed-rate-cut-looms-hsbc-favors-china-shares-over-india-1566605-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__1__5-647x363.jpeg?vLipFvLB9XzXtpY.22BFaJoVO.fKSzD0""> </a> As Fed rate cut looms, HSBC favors China shares over India",0,India Today
" Powell testimony, Fed meeting highlight case for insurance   <a href=""https://www.indiatoday.in/world/story/powell-testimony-1566600-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/gerome_powell-647x363.png?b5z6exAZxx6bBsXjr_8TxYK9HyjrsISZ""> </a> Powell testimony, Fed meeting highlight case for insurance",0,India Today
" Taiwan president leaves for US, warns of threat from overseas forces   <a href=""https://www.indiatoday.in/world/story/taiwan-president-leaves-for-us-warns-of-threat-from-overseas-forces-1566545-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/taiwan_story_647_021517085503-647x363.jpeg?A09UC4wAM1I._WPPAAFCM2Xk.xW336M.""> </a> Taiwan president leaves for US, warns of threat from overseas forces",0,India Today
" Louisiana braces for possible weekend hurricane   <a href=""https://www.indiatoday.in/world/story/louisiana-braces-for-possible-weekend-hurricane-1566520-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19191774025424-647x363.jpeg?xaoJrKUF8hX_skRYEpIGVE3OGvTxVarg""> </a> Louisiana braces for possible weekend hurricane",0,India Today
" IBM proposes changes to law shielding internet firms from user content liability   <a href=""https://www.indiatoday.in/world/story/ibm-proposes-changes-to-law-shielding-internet-firms-from-user-content-liability-1566486-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/DxApA1dX0AAJdXR-647x363.jpeg?_h0PpzTH3dyxpfQjQBAxMC_c1mI5SRXh""> </a> IBM proposes changes to law shielding internet firms from user content liability",0,India Today
" UK parliament's Big Ben bell marks 160 years with silence as restoration work continues   <a href=""https://www.indiatoday.in/world/story/uk-parliament-s-big-ben-bell-marks-160-years-with-silence-as-restoration-work-continues-1566443-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download_8-647x363.jpeg?LXdkCF1L02OIf_LgjIgvPercZQFMrX8g""> </a> UK parliament's Big Ben bell marks 160 years with silence as restoration work continues",0,India Today
" This man loved his animals: Missing Texas man was eaten by his own 18 dogs   <a href=""https://www.indiatoday.in/world/story/missing-texas-man-was-eaten-his-own-18-dogs-1566488-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/WireAP_a7f3e9973b784330bd75ccc-647x363.jpeg?3VaO4ADCFDlXA4oV3CF1xCtnpT18qwCW""> </a> This man loved his animals: Missing Texas man was eaten by his own 18 dogs",0,India Today
" Diplomats shaken for now after Britain's US ambassador quits   <a href=""https://www.indiatoday.in/world/story/britain-us-ambassador-quits-1566493-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19191415589482-647x363.jpeg?X0lJ5wEj9uWP0XSsYPV1a9NHi8EAWjYj""> </a> Diplomats shaken for now after Britain's US ambassador quits",0,India Today
" 10 killed, 35 injured after trains collide in Pakistan   <a href=""https://www.indiatoday.in/world/story/pakistan-train-accident-1566451-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/karachi-bound-awam-express_647-647x363.jpeg?8Qn5iDBdVmawbwpQd4TWuqGScS4Yvfg.""> </a> 10 killed, 35 injured after trains collide in Pakistan",0,India Today
" Donald Trump accuses Iran of secret nuclear enrichment, says sanctions to be cranked up substantially   <a href=""https://www.indiatoday.in/world/story/donald-trump-accuses-iran-secret-nuclear-enrichment-sanctions-up-substantially-1566435-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/us_iran-647x363.png?6oiztKHyZvFTNU7dPOkrxxi2d6hjHsJQ""> </a> Donald Trump accuses Iran of secret nuclear enrichment, says sanctions to be cranked up substantially",0,India Today
" Flooding swamps New Orleans, possible hurricane coming next   <a href=""https://www.indiatoday.in/world/story/flooding-new-orleans-possible-hurricane-next-1566429-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19191689214164-647x363.jpeg?JsyE2eTAtDjDGCdPDMDgmABN1ZxmmFju""> </a> Flooding swamps New Orleans, possible hurricane coming next",0,India Today
" US border agency says it is holding 200 children, down from 2,500 in May   <a href=""https://www.indiatoday.in/world/story/us-border-agency-holding-200-children-down-2-500-may-1566422-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-02T162600Z_1842575144_-647x363.png?dsp_AElMcD5ITjcLNZIv9.KcZmmdxF9C""> </a> US border agency says it is holding 200 children, down from 2,500 in May",0,India Today
" US House passes bill removing cap on issuing green cards   <a href=""https://www.indiatoday.in/world/story/us-house-passes-bill-removing-country-cap-on-issuing-green-cards-1566421-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/us_green_card-647x363.jpeg?MRP0tSWjl4Y3Ksx9xMsYSFfPORqCgdA2""> </a> US House passes bill removing cap on issuing green cards",0,India Today
" Britain's ambassador to US resigns amid row over leaked emails   <a href=""https://www.indiatoday.in/world/story/britain-ambassador-to-us-darroch-resigns-amid-row-over-leaked-emails-1566076-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/atke-647x363.png?_Vzv3_p_a7dZv1.6OKYdkGoX9LX8Lfeu""> </a> Britain's ambassador to US resigns amid row over leaked emails",0,India Today
